model,power,use_shift,gamma,epsilon,accuracy,suppressed_matches,harm_rate
B30,3,False,65.0,0.125,0.47600001096725464,55.2,0.0
B30,3,False,65.0,0.15,0.41600000858306885,47.599999999999994,0.0
B30,3,False,65.0,0.175,0.36000001430511475,44.800000000000004,0.0
B30,3,False,65.0,0.2,0.2800000011920929,33.6,0.0
B30,3,False,70.0,0.0,0.8160000443458557,0.0,16.8
B30,3,False,70.0,0.025,0.784000039100647,65.8119658119658,6.4
B30,3,False,70.0,0.05,0.656000018119812,71.36563876651982,2.0
B30,3,False,70.0,0.075,0.6240000128746033,67.33870967741935,0.4
B30,3,False,70.0,0.1,0.5640000104904175,63.2,0.0
B30,3,False,70.0,0.125,0.5200000405311584,60.0,0.0
